Phụ lục II
DANH MỤC CÁC CƠ SỞ PHÁT THẢI KHÍ NHÀ KÍNH PHẢI THỰC HIỆN KIỂM KÊ KHÍ NHÀ KÍNH
NGÀNH CÔNG THƯƠNG
*(Kèm theo Quyết định số      /2024/QĐ-TTg ngày     tháng      năm 2024 của Thủ tướng Chính phủ)*
| STT | Tên cơ sở | Địa chỉ | Ngành nghề/Loại hình kinh doanh | Tiêu thụ năng lượng (TOE) |
| --- | --- | --- | --- | --- |
| I. TÂY BẮC BỘ |
| 1899 | Công ty TNHH Cao su và nhựa Wantai Việt Nam | Lô 42, 6, 2, đường N16, KCN Phước Đông, xã Phước Đông, huyện Gò Dầu, tỉnh Tây Ninh | Sản xuất cao su tổng hợp | 1.157 |
| 1900 | Công ty TNHH CN Cao su An Cổ | Ấp Trâm Vàng, xã Thanh Phước, huyện Gò Dầu, tỉnh Tây Ninh | Sản xuất các sản phẩm từ cao su và nhựa | 1.856 |
| 1901 | Công ty TNHH Cao su Thời ích | KCN Trảng Bàng, huyện Trảng Bàng, tỉnh Tây Ninh | Sản xuất săm lốp xe | 2.172 |
| 1902 | Công ty Cổ phần PET Quốc tế | Khu chế xuất, Công nghiệp Linh Trung 3, huyện Trảng Bàng, tỉnh Tây Ninh | Sản xuất nhựa | 2.484 |
| 1903 | Công ty TNHH Lốp xe HA VINA | KCN Phước Đông, xã Phước Đông, huyện Gò Dầu, tỉnh Tây Ninh | Sản xuất lốp xe | 5.804 |
| 1904 | Công ty TNHH Sailun Việt Nam | KCN Phước Đông, xã Phước Đông, huyện Gò Dầu, tỉnh Tây Ninh | Sản xuất lốp xe | 34.666 |
| 1905 | Công ty Cổ phẦn JSI Vina | KCN Phước Đông, xã Phước Đông, huyện Gò Dầu, tỉnh Tây Ninh | Sản xuất da tổng hợp PU | 1.318 |
| 1906 | Công ty TNHH lchihiro Việt Nam | Khu chế xuất, Công nghiệp Linh Trung 3, huyện Trảng Bàng, tỉnh Tây Ninh | Sản xuất khăn lông | 1.173 |
| 1907 | Công ty Cổ phần Ngọc Nghĩa | Khu chế xuất, Công nghiệp Linh Trung 3, huyện Trảng Bàng, tỉnh Tây Ninh | Sản xuất bồn Inox | 2.423 |
| 1908 | Công ty TNHH Cocreation Gras Corporation | Lô KCN Phước Đông, xã Phước Đông, huyện Gò Dầu, tỉnh Tây Ninh | Sản xuất cỏ nhân tạo | 5.762 |
| 1909 | Công ty TNHH Young IL Việt Nam | Lô 6, đường N5, KCN Thành Thành Công, xã An Hòa, huyện Trảng Bàng, tỉnh Tây Ninh | Sản xuất sản phẩm từ da | 3.161 |
| 1910 | Công ty TNHH Ritar Power | Lô A12, đường C4, KCN Thành Thành Công, xã An Hòa, huyện Trảng Bàng, tỉnh Tây Ninh | Sản xuất ắc quy | 6.544 |
| 1911 | Công ty TNHH MTV Nguyễn Liêm | Số 74, đường Hùng Vương, thị trấn Hòa Thành, huyện Hòa, tỉnh Tây Ninh | Sản xuất tinh bột mì | 1.222 |
| 1912 | Công ty TNHH MTV Phúc Thắng Tây Ninh | Tổ 2, ấp Thạnh Tân, xã Thạnh Bình, huyện Tân Biên, tỉnh Tây Ninh | Sản xuất tinh bột mì | 1.919 |
| 1913 | Công ty TNHH MTV Dương Minh Tuyền | Ấp Hòa Đông B, xã Hòa Hiệp, huyện Tân Biên, tỉnh Tây Ninh | Sản xuất tinh bột mì | 1.481 |
| 1914 | Công ty Cổ phần Đầu tư và Phát triển CN Thanh Thanh Xuân | Xã Mỏ Công, huyện Tân Biên, tỉnh Tây Ninh | Sản xuất tinh bột mì | 1.709 |
| 1915 | Công ty Cổ phần Khoai Mì Tây Ninh | Ấp Tân Hòa, xã Tân Bình, tỉnh Tây Ninh | Sản xuất tinh bột và các sản phẩm từ tinh bột | 1.359 |
| 1916 | Công ty TNHH Sản xuất Phú Lực (Việt Nam) | Khu chế xuất, công nghiệp Linh Trung 3, huyện Trảng Bàng, tỉnh Tây Ninh | Sản xuất thực phẩm | 2.037 |
| 1917 | Công ty TNHH Trường Thịnh | Ấp 1, xã Suối Ngô, huyện Tân Châu, tỉnh Tây Ninh | Sản xuất tinh bột mì | 2.311 |
| 1918 | Công ty TNHH Nông sản Quốc tế Hiệp Phát | Ấp Phước Bình 1, xã Suối Đá, huyện Dương Minh Châu, tỉnh Tây Ninh | Sản xuất tinh bột mì | 2.260 |
| 1919 | Công ty TNHH MTV Hồng Cúc Tây Ninh | Ấp Hòa Bình, xã Hòa Hiệp, huyện Tân Biên, tỉnh Tây Ninh | Sản xuất tinh bột mì | 1.584 |
| 1920 | Công ty TNHH MTV Tiến Dương Tây Ninh | Đường Trần Văn Trà, ấp Bàu Lùn, xã Bình Minh, thành phố Tây Ninh, tỉnh Tây Ninh | Sản xuất tinh bột mì | 1.079 |
| 1921 | Công ty TNHH Sản xuất Thương mại Công nghiệp Dịch vụ Hùng Duy | Số 250, Lý Thường Kiệt, khu phố 4, thị trấn Hòa Thành, huyện Hòa Thành, tỉnh Tây Ninh | Sản xuất tinh bột mì | 3.495 |
| 1922 | Công ty TNHH MTV Nguyên Liêm | Số 74, đường Hùng Vương, thị trấn Hòa Thành, huyện Hòa Thành, tỉnh Tây Ninh | Sản xuất tinh bột mì | 2.309 |
| 1923 | Công ty TNHH Sầm Nhứt | Tổ 7, ấp Hòa Bình, xã Hòa Hiệp, huyện Tân Biên, tỉnh Tây Ninh | Sản xuất tinh bột mì | 3.321 |
| 1924 | Công ty TNHH Sản xuất Thương mại Dịch vụ tổng hợp Xuất nhập khẩu Hữu Đức Tây Ninh | Ấp Suối Dộp, xã Thái Bình, huyện Châu Thành, tỉnh Tây Ninh | Sản xuất tinh bột mì | 2.389 |
| VIII. ĐỒNG BẰNG SÔNG CỬU LONG |
| 1. Tỉnh An Giang |
| 1925 | Công ty TNHH Gia Phúc | ấp Long Hòa, TT. Chợ Mới, huyện Chợ Mới, tỉnh An Giang | Đóng tàu | 1.058 |
| 1926 | Công ty Cổ phần Thép Miền Tây | Tỉnh Lộ 942, ấp Long Hòa, TT. Chợ Mới, tỉnh An Giang | Sản xuất Thép | 2.956 |
| 1927 | Công ty TNHH An Giang SAMHO | KCN Bình Hòa, xã Bình Hòa, huyện Châu Thành, tỉnh An Giang | Sản xuất giày, dép | 2.959 |
| 1928 | Công ty TNHH Tiến Bộ | KCN Bình Hòa, xã Bình Hòa, huyện Châu Thành, tỉnh An Giang | Sản xuất Thép | 2.169 |
| 1929 | Công ty Cổ phần Nam Việt | 19D Trần Hưng Đạo, P. Mỹ Quý, TP. Long Xuyên, tỉnh An Giang | Chế biến, bảo quản thủy sản | 3.045 |
| 1930 | Công ty Cổ Phần Thực Phẩm Hưng Phúc Thịnh | Số 09 Hùng Vương, P. Mỹ Quý, TP.Long Xuyên, tỉnh An Giang | Chế biến, bảo quản thủy sản | 1.924 |
| 1931 | Công ty TNHH Gạo Vinh Phát Wilmar | Khóm Bình Đức 5, P. Bình Đức, TP.Long Xuyên, tỉnh An Giang | Xay xát, chế biến lương thực | 1.351 |
| 1932 | Công ty CP XNK Thủy sản Cửu Long An Giang | Số 90 Hùng Vương, P. Mỹ Quý, TP. Long Xuyên, tỉnh An Giang | Chế biến, bảo quản thủy sản | 2.404 |
| 1933 | Xí nghiệp Đông lạnh 09 (AGIFISH) | 2222 Trần Hưng Đạo, P. Bình Đức, TP. Long Xuyên, tỉnh An Giang | Chế biến, bảo quản thủy sản | 1.428 |
| 1934 | Chi nhánh An Giang - Công ty TNHH Long SEAFOOD | Quốc Lộ 91, ấp Hòa Long 3, TT. An Châu, huyện Châu Thành, tỉnh An Giang | Chế biến thủy sản | 2.391 |
| 1935 | Công ty TNHH MTV Lương Thực Vĩnh Bình | ấp Vĩnh Lộc, xã Vĩnh Bình, huyện Châu Thành, tỉnh An Giang | Xay xát, kinh doanh lương thực | 1.827 |
| 1936 | Xí nghiệp Đông lạnh 08 (AGIFISH) | Quốc Lộ 91. TT. An Châu, huyện Châu Thành, tỉnh An Giang | Chế biến, bảo quản thủy sản | 1.073 |
| 1937 | Công ty Cổ phần XNK thủy sản An Mỹ | CCN Phú Hoà, TT. Phú Hoà, huyện Thoại Sơn, tỉnh An Giang | Chế biến, bảo quản thủy sản | 1.243 |
| 1938 | Công ty TNHH MTV XNK Thủy Sản Đông Á | KCN Bình Long, xã Bình Long, huyện Châu Phú, tỉnh An Giang | Chế biến, bảo quản thủy sản | 1.064 |
| 1939 | Công ty Cổ phần CB & XNK Thủy sản Hòa Phát | KCN Bình Long, xã Bình Long, huyện Châu Phú, tỉnh An Giang | Chế biến, bảo quản thủy sản | 1.566 |
| 1940 | Công ty TNHH TMDV và SX Hồng Ngọc | xã Bình Mỹ, huyện Châu Phú, tỉnh An Giang | Chế biến thủy sản | 1.448 |
| 1941 | Công ty TNHH Liên doanh ANTRACO | ấp Rò Leng, xã Châu Lăng, huyện Tri Tôn, tỉnh An Giang | Khai thác đá | 3.500 |
| 1942 | Công ty TNHH MTV Khai thác và Chế biến Đá An Giang | xã Cô Tô, huyện Tri Tôn, tỉnh An Giang | Khai thác đá | 2.382 |
| 1943 | Nhà máy Gạch ngói Tunnel An Giang | Khóm 5. TT. Tri Tôn, huyện Tri Tôn, tỉnh An Giang | Sản xuất vật liệu xây dựng | 3.382 |
| 1944 | Công Ty TNHH Xuất Nhập Khẩu Thủy Sản Phúc Tâm Lợi | QL91, Khóm Bình Đức 5, P.Bình Đức, TP. Long Xuyên,T. An Giang | Chế biến lương thực, thủy sản | 1.093 |
| 1945 | Bệnh viện Đa Khoa Trung Tâm An Giang | Số 60, Ung Văn Khiêm, P. Mỹ Phước, TP. Long Xuyên, tỉnh An Giang | Khám chữa bệnh | 1.174 |
| 1946 | Nhà máy Gạch Ceramic An Giang | Quốc Lộ 91, P. Mỹ Thạnh, TP. Long Xuyên, tỉnh An Giang | Sản xuất & Kinh doanh Gạch men | 2.878 |
| 1947 | Nhà máy Xi Măng An Giang | Quốc Lộ 91, P. Mỹ Thạnh, TP. Long Xuyên, tỉnh An Giang | Sản xuất & Kinh doanh Xi Măng | 2.425 |
| 1948 | Xí nghiệp Đông lạnh 07 (AGIFISH) | 1234 Trần Hưng Đạo, P. Bình Đức, TP. Long Xuyên, An Giang | Chế biến, bảo quản thủy sản | 1.001 |
| 1949 | Công ty cổ phần xuất nhập khẩu An Vi | Tổ 10, khóm Long Thạnh, phường Long Châu, thị xã Tân Châu, tỉnh An Giang | Lau Bóng gạo | 1.339 |
| 1950 | Công ty TNHH MTV Lương thực Thoại Sơn | Ấp Sơn Lập, Xã Vọng Đông, Huyện Thoại Sơn, Tỉnh An Giang. | Xay xát lúa gạo | 1.012 |
| 1951 | Cty TNHH MTV Nuôi Trồng Thủy Sản Nam Việt Bình Phú | ấp Bình Đức, xã Bình Phú, huyện Châu Phú, tỉnh An Giang | Nuôi trồng thủy sản | 2.888 |
| 1952 | Nhà máy Gạch ngói Tunnel Long Xuyên | 116 Trần Hưng Đạo, P. Bình Đức, TP. Long Xuyên, An Giang | Sản xuất Gạch, ngói | 2.767 |
| 2. Tỉnh Bạc Liêu |
| 1953 | Công ty Cổ phần Nha trang Seafood F89 | Khóm 1, phường Hộ Phòng, thị xã Giá Rai, tỉnh Bạc Liêu | Chế biến thủy sản | 1.180 |
| 1954 | Công ty TNHH MTV CBTS và XNK Ngọc Trinh Bạc Liêu | Số 99, đường Lò Rèn, khóm 7, phường 5 Thành phố Bạc Liêu, tỉnh Bạc Liêu | Chế biến thủy sản | 1.286 |
| 1955 | Công ty TNHH CBTS và XNK Trang Khanh | Số 99, đường Lò Rèn, khóm 7, phường 5 Thành phố Bạc Liêu, tỉnh Bạc Liêu | Chế biến thủy sản | 1.413 |
| 1956 | Công ty Cổ phần Bia Sài Gòn - Bạc Liêu | KCN Trà Kha, phường 8, thành phố Bạc Liêu, tỉnh Bạc Liêu | Sản xuất bia | 1.700 |
| 1957 | Công ty TNHH MTV Nhựa Tý Liên | Àp Long Hòa, thị trấn Phước Long, huyện Phước Long, tỉnh Bạc Liêu | Chế biến nhựa | 1.491 |
| 1958 | Công Ty TNHH Chế Biến Thủy Sản & Xuất Nhập Khẩu Trang Khanh | Số 99 Lò Rèn, Phường 5, TP. Bạc Liêu, tỉnh Bạc Liêu | Sản xuất công nghiệp | 1.273 |
| 1959 | Công ty TNHH MTV Ngọc Trinh Trang Khanh | Số 99 Lò Rèn, Phường 5, TP. Bạc Liêu, tỉnh Bạc Liêu | Sản xuất công nghiệp | 1.262 |
| 1960 | Công Ty TNHH Một Thành Viên Nhựa Tý Liên | Số 130B, Ấp Long Hoà, Thị trấn Phước Long, huyện Phước Long, tỉnh Bạc Liêu | Sản xuất công nghiệp | 1.853 |
| 1961 | Công Ty TNHH Thuỷ Sản Thái Minh Long | Khóm 5, Phường Hộ Phòng, Thị xã Giá Rai,Bạc Liêu | Sản xuất công nghiệp | 1.124 |
| 1962 | Công ty Cổ phần Bia Sài Gòn - Bạc Liêu | KCN Trà Kha, phường 8, thành phố Bạc Liêu | Sản xuất công nghiệp | 1.340 |
| 1963 | Công ty Cổ phần Việt úc Nhà Mát | Ắp Giồng Nhãn, xã Hiệp Thành, TP. Bạc Liêu, tỉnh Bạc Liêu | Sản xuất nông Nghiệp | 1.748 |
| 3. Tỉnh Bến Tre |
| 1964 | Công ty TNHH MTV Đầu tư Cocovina | Ấp Hội Thành, xã Tân Hội, huyện Mỏ Cày Nam, tỉnh Bến Tre | Sản xuất chỉ xơ dừa, mụn dừa | 1.541 |
| 1965 | Công ty TNHH may mặc Alliance One | Lô B1, B2, B5, B12 KCN Giao Long, xã An Phước, huyện Châu Thành, tỉnh Bến Tre | May trang phục ( trừ da và lông thú), in ấn, sản xuất hàng dệt sẵn (trừ trang phục) và buôn bán tổng hợp | 1.458 |
| 1966 | Công ty TNHH Nidee Powertrain Systems Precision | Lô E1, E2, E3, E12, Khu công nghiệp Giao Long, Xã An Phước, Huyện Châu Thành, Tỉnh Bến Tre | Sản xuất ban và các linh kiện trong hộp số tự động | 1.828 |
| 1967 | Công ty TNHH Thế Giới Việt | Lô A5, A6, A7, khu A1, Khu công nghiệp Giao Long, Xã An Phước, Huyện Châu Thành, Tỉnh Bến Tre | Chế biến thực phẩm | 6.800 |
| 1968 | Công ty Cổ phần Đông Hải Bến Tre | Lô AIII, Khu công nghiệp Giao Long, Xã An Phước, Huyện Châu Thành, Tỉnh Bến Tre | Sản xuát bột giấy, giấy và bìa | 19.959 |
| 1969 | Công Ty TNHH chế biến thủy sản Hùng Vương Bến Tre | Lô A6, A7 Khu Công nghiệp An Hiệp, huyện Châu Thành, tỉnh Bến Tre | Sản xuất cá tra fillet | 1881 |
| 1970 | Công ty TNHH chế biến dừa Lương Quới | Lô A36-37 Khu Công nghiệp An Hiệp. Huyện Châu Thành, tỉnh Bến Tre | Sản xuất các sản phẩm từ dừa | 10.911 |
| 1971 | Công ty Cổ phần chăn nuôi C.P Việt Nam - CN sản xuất kinh doanh thức ăn thủy sản Bến Tre | Lô A21 - A35 khu Công nghiệp An Hiệp, huyện Châu Thành, tình Bến Tre. | Sản xuất thức ăn thùy sản | 11.764 |
| 1972 | Công ty Cổ phần chăn nuôi C.P Việt Nam - CN Thủy sản đông lạnh Bến Tre | Lô A21 - A35 khu Công nghiệp An Hiệp, huyện Châu Thành, tình Bến Tre. | Sản xuất thủy sản đông lạnh | 2.775 |
| 1973 | Công ty Cổ phân thủy sản Hải Hương | Lô A8 - A9 khu Công nghiệp An Hiệp, huyện Châu Thành, tình Bến Tre. | Sản xuất cá tra đông lạnh | 3.757 |
| 1974 | Công ty TNHH MTV Gò Đàng Bến Tre | Lô CX-2 khu Công nghiệp An Hiệp, huyện Châu Thành, tình Bến Tre. | Chế biến thủy sản, bột cá | 2.052 |
| 1975 | Công ty TNHH Coronet Việt Nam | Lô EI-7, EI-8, EI-9 khu Công nghiệp Giao Long, huyện Châu Thành, tình Bến Tre. | Sản xuất da tổng hợp | 1838 |
| 1976 | Công ty Cổ phần dịch vụ năng lượng Thành Công | Lô DN khu Công nghiệp Giao Long, huyện Châu Thành, tình Bến Tre. | Cung cấp hơi công nghiệp | 82.044 |
| 1977 | Công ty TNHH Chế biến nông sản Thuận Phong | Ấp Long Hòa, Xã Giao Long, huyện Châu Thành, tỉnh Bến Tre | Chế biến, bảo quản các loại sản phẩm nông sản | 2.321 |
| 1978 | Công ty Cổ phần cấp thoát nước Bến Tre | Số 103, đường Nguyễn Huệ, phường An Hội, thành phố Bến Tre, tỉnh Bến Tre | Sản xuất và phân phối nước | 1.618 |
| 1979 | Công ty Cổ phần Xuất nhập khẩu Bến Tre - Nhà máy Thành Thành Công | Lô K, Cụm Công nghiệp Phong Nẫm, huyện Giồng Tôm, tỉnh Bến Tre | Chế biến và bảo quản rau quả | 5.402 |
| 1980 | Công ty Cổ phần Bia Sài Gòn - Bến Tre | Ấp Phước Hậu, Xã An Phước, huyện Châu Thành, tỉnh bến Tre | Sản xuất bia | 1679 |
| 1981 | Công ty Cổ phần Xuất nhập khẩu thủy sản Bến Tre | Ấp 9, xã Tân Thạch, huyện Châu Thành, tỉnh Bến Tre | Nuôi trồng, chế biến và xuất khẩu thủy sản | 1.141 |
| 1982 | Công ty TNHH Minwie Việt Nam | Lô D1-D2-D3 khu Công nghiệp Giao Long, xã An Phước, huyện Châu Thành, tỉnh Bến Tre. | Dệt vải, nhuộm in, ép keo vải, dệt và sản xuất khăn lông các loại. Gia công khăn lông | 4.154 |
| 1983 | Công ty Cổ phâần đầu tư dừa Bến Tre | Số 110, Ấp Thanh Sơn, Xã Thanh Tân, huyện Mỏ Cày Bắc, tỉnh Bến Tre | Sản xuất, chế biến các loại sản phẩm từ dừa | 3.897 |
| 4. Tỉnh Cà Mau |
| 1984 | Công ty Điện lực Dầu khí Cà Mau (Nhà máy điện Cà Mau 1 và 2) | Xã An Khánh, huyện U Minh, tỉnh Cà Mau | Sản xuất kinh doanh điện | 1.185.536 |
| 1985 | Công ty Cổ phần phân bón dầu khí Cà Mau | Lô D, đường Ngô Quyền, phường 1, thành phố Cà Mau, tỉnh Cà Mau | Sản xuất kinh doanh phân bón và hóa chất | 537.707 |
| 1986 | Công ty TNHH Kinh doanh Chế biến thủy sản và Xuất nhập khẩu Quốc Việt | Số 444, đường Lý Thường Kiệt, Phường 6, TP. Cà Mau, tỉnh Cà Mau; ĐT: 02903.557799 | Chế biến thủy sản | 2.339 |
| 1987 | Công ty Cổ phần Tập đoàn Thủy sản Minh Phú | Khu công nghiệp Phường 8, TP. Cà Mau, tỉnh Cà Mau; ĐT: 02903.838262 | Chế biến thủy sản | 5.420 |
| 1988 | Công ty Cổ phần Chế biến và Dịch vụ thủy sản Cà Mau | Số 04, Nguyễn Công Trứ, Phường 8, TP. Cà Mau, tỉnh Cà Mau; ĐT: 02903.836540 | Chế biến thủy sản - Tôm đông lạnh | 2.719 |
| 1989 | Công ty Cổ phần chế biến thủy sản và xuất nhập khẩu Cà Mau (CAMIMEX) | Số 333, Cao Thắng, Phường 8, TP. Cà Mau; ĐT: 02903.831608 | Chế biến thủy sản | 2.801 |
| 1990 | Công ty TNHH Quang Bình | Khóm 11, thị trấn Sông Đốc, Huyện Trần Văn Thời, tỉnh Cà Mau; ĐT: 0913987943 | Sản xuất nước đá | 1.627 |
| 1991 | Chi nhánh Tổng Công ty Khí Việt Nam-Công ty Khí Cà Mau | Cụm công nghiệp Khí- Điện- Đạm Cà Mau, xã Khánh An, huyện U Minh, tỉnh Cà Mau; ĐT: 02903.591343 | Thu gom, vận chuyển, tàng trữ, chế biến khí và sản phẩm khí | 28.782 |
| 1992 | Xí Nghiệp Chế Biến Và Dịch Vụ Thủy Sản Sông Đốc | Khóm 4, Thị trấn Sông Đốc, huyện Trần Văn Thời, tỉnh Cà Mau, ĐT: 0913.661.336 | Chế biến thủy sản | 1.245 |
| 1993 | Công ty TNHH Thủy sản Bluebay | Số 999A, ấp Năm Đảm, xã Lương Thế Trân, huyện Cái Nước, tỉnh Cà Mau; ĐT: 0819.543.239 | Chế biến thủy sản | 1.083 |
| 5. Thành phố Cần Thơ |
| 1994 | Công ty TNHH TeaKwang Cần Thơ | KCN Hưng Phú 2B, phường Phú thức, quận Cái Răng, thành phố Cần Thơ | Sản xuất giày dép | 21.799 |
| 1995 | Công ty Cổ phần Bia Sài Gòn - Miền Tây | KCN Trà Nóc, phường Trà Nóc, quận Bình Thủy, thành phố Cần Thơ | Sản xuất bia và mạch nha ủ men bia | 1386 |
| 1996 | Công ty TNHH Wilmar Agro tại Thốt Nốt | GĐ3 KCN Thốt Nốt, phường Thới Thuận, quận Thốt Nốt, thành phố Cần Thơ | Sản xuất dầu, mỡ động, thực vật | 7.227 |
| 1997 | Công ty TNHH MTV Chế biến nông sản Hoàng Yến | 156/9 Long Thạnh A, phường Thốt Nốt, quận Thốt Nốt, thành phố Cần Thơ | Sản xuất và chế biến thực phẩm | 1.278 |
| 1998 | Công ty TNHH Wilmar Agro Việt Nam | KCN Hưng Phú 2B, phường Phú Thứ, quận Cái Răng, thành phố Cần Thơ | Sản xuất dầu, mỡ động, thực vật | 5.413 |
| 1999 | Chi nhánh Công ty Pepsico Việt Nam tại Cần Thơ | Lô 2.9B, 2.19D, 2.19D1, KCN Trà Nóc II, phường Phước Thới, quận Ô Môn, thành phố Cần Thơ | Sản xuất đồ uống | 4.269 |
| 2000 | Chi nhánh Công ty Cổ phần Sữa Việt Nam - Nhà máy sữa Cần Thơ | KCN Trà Nóc, phường Trà Nóc, quận Bình Thủy, thành phố Cần Thơ | Bán buôn thực phẩm | 1.915 |
| 2001 | Công ty Cổ phần chăn nuôi C.P Việt Nam | Lô 16A3 KCN Trà Nóc 1, phường Trà Nóc, quận Bình Thủy, thành phố Cần Thơ | Sản xuất thức ăn chăn nuôi | 3.272.213 |
| 2002 | Công ty TNHH MTV Chế biến lương thực Thiện Phát | Ấp Thạnh Quới 1, xã Trung Hưng, huyện Cờ Đỏ, thành phố Cần Thơ | Xay xát và sản xuất bột thô, buôn bán gạo | 11.073 |
| 6. Tỉnh Đồng Tháp |
| 2003 | Công ty TNHH Phát Tài | Quốc lộ 80, TT Lấp Vò, huyện Lấp Vò, tỉnh Đồng Tháp | Xay xát và sản xuất bột | 1.623 |
